Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover (my image Lac),No. of Trades
540699,DIXON,A,11599.55,11807.30,11547.50,11721.60,34016,3983.71,6927
542830,IRCTC,A,931.35,935.40,926.00,926.95,102187,950.24,6911
517334,MOTHERSON,A,185.15,188.65,184.65,187.80,1091376,2046.27,6875
500228,JSWSTEEL,A,901.15,914.65,892.60,904.95,97631,881.64,6871
534091,MCX,A,4314.85,4432.00,4299.00,4379.50,52833,2314.92,6847
533096,ADANIPOWER,A,698.45,703.25,692.00,695.10,197045,1371.80,6709
539290,OSWALGREEN,B,53.68,54.25,48.00,49.55,865426,445.61,6701
532149,BANKINDIA,A,119.80,121.10,118.00,119.00,724703,864.23,6673
544223,CEIGALL,B,398.95,399.75,389.20,396.95,126071,498.16,6669
500285,SPICEJET,B,59.90,60.50,58.60,59.04,2663395,1588.03,6554
532388,IOB,A,62.13,62.73,61.52,61.67,1055619,655.24,6530
532886,SELMC,B,83.98,89.94,74.10,79.83,406535,318.96,6489
543667,INOXGREEN,A,176.00,181.70,168.10,168.90,339468,591.48,6400
532755,TECHM,A,1477.55,1509.00,1477.55,1506.60,68138,1023.65,6395
533206,SJVN,A,142.00,142.80,138.30,139.30,596186,837.53,6268
533148,JSWENERGY,A,708.65,715.50,699.25,703.15,125286,887.35,6232
543272,EASEMYTRIP,A,39.89,39.89,39.42,39.54,861083,340.88,6203
500186,HINDOILEXP,A,271.85,285.05,268.20,279.50,353976,988.31,6187
500008,ARE&M,A,1528.80,1529.00,1495.70,1503.10,69962,1054.40,6181
533326,TEXRAIL,A,247.00,250.95,242.70,243.90,302672,747.92,6139
500367,RUBFILA,B,99.70,99.70,92.26,95.93,218063,209.03,6104
500547,BPCL,A,333.50,336.70,330.00,333.30,458118,1526.95,6020
509874,SHALPAINTS,B,148.20,148.20,139.55,140.05,57825,82.15,5999
543983,EMSLIMITED,B,892.00,892.00,850.55,859.80,108212,937.54,5965
535730,KHOOBSURAT,XT,1.21,1.33,1.21,1.33,18040787,222.67,5879
532500,MARUTI,A,12449.65,12449.65,12194.45,12226.45,23074,2826.37,5874
500294,NCC,A,323.15,326.45,320.10,323.55,310938,1006.35,5864
543652,FUSION,A,319.50,327.90,302.20,304.50,266194,839.22,5859
532790,TANLA,A,977.25,977.25,927.85,934.40,89290,845.09,5845
543235,ANGELONE,A,2184.60,2192.50,2162.00,2176.45,57570,1252.90,5832
533248,GPPL,A,233.50,236.00,228.65,230.25,339777,786.04,5815
540710,CAPACITE,A,319.35,346.40,319.35,343.00,202266,686.79,5799
530135,OPTIEMUS,B,485.70,532.30,485.70,528.30,165274,848.54,5797
524470,SYNCOMF,B,15.99,15.99,15.29,15.47,991932,154.21,5687
500790,NESTLEIND,A,2511.95,2512.00,2489.85,2503.25,38814,971.70,5661
532978,BAJAJFINSV,A,1557.00,1562.60,1545.60,1560.10,47482,738.78,5657
521070,ALOKINDS,A,26.21,26.44,25.75,25.82,1354594,351.89,5589
500336,SURYAROSNI,A,573.00,623.95,550.00,614.05,112378,662.94,5546
543227,HAPPSTMNDS,A,790.65,790.65,775.00,776.55,62496,486.97,5445
532733,SUNTV,A,885.00,921.60,883.90,914.45,58935,534.18,5397
500820,ASIANPAINT,A,3057.90,3057.90,2966.65,3040.10,45501,1369.46,5363
532400,BSOFT,A,581.70,586.65,572.55,577.05,103195,598.01,5337
500182,HEROMOTOCO,A,5159.05,5245.85,5159.05,5206.30,53144,2767.24,5314
532830,ASTRAL,A,2065.90,2095.00,2015.25,2031.70,31646,648.14,5309
542851,GENSOL,A,968.00,1036.90,947.00,1028.25,106754,1065.69,5289
530965,IOC,A,172.50,172.50,168.85,169.10,406000,690.85,5285
539083,INOXWIND,A,175.60,177.00,171.70,174.20,288586,504.59,5194
543458,AWL,A,393.85,396.00,383.15,385.00,187208,728.17,5192
539686,KPEL,B,403.00,414.70,396.00,408.05,306363,1252.96,5184
542760,SWSOLAR,A,673.00,688.10,670.45,673.30,130541,885.26,5180
500655,GRWRHITECH,B,3370.05,3370.05,3106.95,3189.50,42981,1397.40,5138
532754,GMRINFRA,A,99.55,100.45,99.00,99.30,620216,618.10,5125
509162,INDAG,X,252.80,303.00,252.80,291.95,340882,988.79,5119
507410,WALCHANNAG,B,378.00,383.25,362.50,374.80,124017,459.75,5106
535648,JUSTDIAL,A,1246.55,1304.00,1246.55,1291.25,76208,981.39,5059
500002,ABB,A,8189.90,8273.90,7923.45,7970.35,29923,2421.86,5049
524372,ORCHPHARMA,B,1418.35,1584.80,1416.90,1566.15,37410,566.52,5045
539226,RUDRA,X,67.40,71.89,66.60,69.97,2634052,1825.42,5044
500288,MOREPENLAB,A,58.81,58.95,57.75,58.13,845853,493.46,5032
530005,INDIACEM,A,371.00,372.00,365.25,366.90,275330,1012.52,5021
539309,RAMASTEEL,B,10.96,11.08,10.71,10.84,1280878,139.47,4984
532178,ENGINERSIN,A,231.75,232.00,220.50,222.70,256160,578.00,4963
533263,GREENPOWER,B,23.68,23.89,22.87,23.63,2388269,558.04,4958
538562,SKIPPER,B,409.45,429.80,405.00,424.15,143360,600.89,4938
500870,CASTROLIND,A,258.00,262.60,255.40,256.20,296306,767.00,4922
500104,HINDPETRO,A,381.15,385.50,374.10,376.55,320400,1212.63,4896
500645,DEEPAKFERT,A,1000.00,1013.10,981.20,995.10,98797,983.54,4892
500620,GESHIP,A,1374.55,1377.80,1325.10,1333.05,56903,766.45,4887
540614,GGENG,B,2.01,2.07,2.01,2.04,5503481,111.87,4870
506852,PRIMO,B,44.47,44.70,41.81,44.27,1884810,825.71,4854
500093,CGPOWER,A,686.85,723.90,685.10,711.85,152195,1079.43,4849
534816,INDUSTOWER,A,415.35,422.30,414.10,414.80,214446,896.13,4835
540769,NIACL,A,263.80,263.80,250.35,251.90,274634,698.84,4832
533470,RUSHIL,B,39.45,45.50,37.35,43.85,875838,364.24,4832
538970,WARDINMOBI,B,56.18,57.00,55.05,55.35,815872,456.65,4818
532670,RENUKA,A,46.33,46.67,46.10,46.23,678186,314.53,4818
500245,KIRLFER,A,758.95,758.95,710.00,718.50,85959,627.83,4757
500163,GODFRYPHLP,A,4199.55,4455.30,4176.65,4429.05,23048,1008.39,4739
532022,FILATFASH,B,1.49,1.66,1.45,1.66,19775831,324.25,4717
532652,KTKBANK,A,218.00,230.00,218.00,227.85,497568,1112.84,4691
500469,FEDERALBNK,A,195.80,198.15,195.70,197.55,249564,491.30,4678
501425,BBTC,A,2225.00,2410.00,2225.00,2355.45,33024,780.36,4644
532134,BANKBARODA,A,244.55,250.00,242.20,245.80,517031,1266.72,4625
532406,AVANTEL,B,190.65,191.75,185.00,186.95,231206,433.84,4609
512599,ADANIENT,A,3213.45,3215.15,3172.00,3186.80,30280,966.79,4592
524230,RCF,A,200.70,206.30,200.70,203.20,350309,712.49,4566
539331,VETO,B,176.90,180.50,174.15,174.65,157512,278.29,4503
501455,GREAVESCOT,A,159.05,165.50,158.60,163.35,328237,531.89,4475
534618,WAAREERTL,T,1575.00,1577.55,1550.00,1577.55,123137,1940.73,4459
500085,CHAMBLFERT,A,515.75,527.00,514.20,522.40,205950,1074.46,4451
500032,BAJAJHIND,A,40.21,40.40,39.25,39.62,688326,274.40,4443
543299,SHYAMMETL,A,726.00,764.00,722.95,744.65,197247,1463.23,4441
524816,NATCOPHARM,A,1452.70,1467.05,1426.45,1441.10,61479,885.79,4412
540377,IFL,T,1.15,1.15,1.15,1.15,7404922,85.16,4393
543626,EMIL,A,226.00,231.80,220.35,221.95,157752,357.89,4391
543434,SUPRIYA,B,434.35,453.00,425.95,449.75,139066,613.36,4372
526987,URJA,B,20.98,21.13,20.60,20.73,420744,87.56,4352
513337,GUJTLRM,XT,11.50,12.25,11.50,11.96,2209384,262.91,4330
540079,SPRAYKING,B,41.95,42.99,41.22,41.54,1024954,430.40,4317
543277,LXCHEM,A,271.90,274.95,262.70,267.90,194213,523.43,4316
544217,SANSTAR,B,114.80,115.30,112.80,113.95,306072,348.40,4288
543387,SJS,A,984.75,1095.55,975.20,1049.50,32060,339.03,4252
542337,SPENCERS,B,86.00,95.14,85.20,91.49,384285,353.56,4206
544014,HONASA,B,500.40,508.10,470.45,473.60,97375,466.91,4185
530007,JKTYRE,A,414.45,414.50,405.00,411.20,91532,375.48,4159
532966,TITAGARH,A,1374.00,1380.00,1337.90,1350.00,59794,807.05,4139
532798,NETWORK18,A,96.29,102.90,94.44,99.84,764310,763.54,4122
533278,COALINDIA,A,530.55,531.35,522.00,529.40,186455,982.34,4105
533573,APLLTD,A,1225.00,1225.00,1121.10,1128.75,43850,510.66,4092
543918,GHCLTEXTIL,B,105.35,112.60,105.35,109.65,250860,275.46,4046
531120,PATELENG,A,55.62,56.01,53.77,53.82,651517,353.23,4041
532296,GLENMARK,A,1459.75,1483.40,1452.50,1471.80,143859,2111.44,4032
535754,ORIENTCEM,A,350.00,359.25,329.00,332.00,216803,741.70,4023
544176,AADHARHFC,B,431.25,433.00,421.15,426.95,63489,270.69,4018
532900,PAISALO,A,67.54,67.54,64.75,65.06,274031,180.51,4014
530073,SANGHVIMOV,A,835.70,856.85,818.00,834.75,84553,705.27,4008
509051,INDINFO,X,1.52,1.53,1.48,1.48,3366867,50.33,4002
532505,UCOBANK,A,52.22,52.28,51.41,51.65,476734,247.17,3998
539574,SCL,X,2.51,2.60,2.47,2.53,4970533,125.48,3995
543768,NSLNISP,A,55.93,56.07,54.30,54.74,509079,280.63,3985
532884,REFEX,B,291.35,294.05,274.05,275.65,132950,375.23,3979
543913,NXST,IF,140.00,141.00,136.20,137.88,16241863,22408.02,3975
570001,TATAMTRDVR,A,725.80,739.00,721.10,732.10,100143,733.72,3971
500317,OSWALAGRO,B,62.98,63.89,58.61,60.84,383019,234.33,3960
533519,LTF,A,166.45,168.50,165.50,166.10,216377,360.39,3954
544119,RPTECH,B,402.00,429.90,397.20,426.95,104693,439.04,3948
500335,BIRLACORPN,A,1408.40,1408.40,1353.20,1361.60,28620,391.45,3941
542669,BMW,B,72.40,74.00,71.50,72.92,1040122,758.23,3933
532885,CENTRALBK,A,60.59,60.79,59.57,59.76,495766,297.87,3919
533122,RTNPOWER,T,16.29,16.60,15.88,16.10,1922471,308.99,3883
532375,TIPSINDLTD,A,692.45,725.55,677.20,713.70,84658,599.90,3855
505526,DOLATALGO,B,147.25,156.00,147.25,154.60,257717,392.81,3822
542904,UJJIVANSFB,A,42.95,42.95,42.12,42.33,650404,275.82,3821
500878,CEATLTD,A,2647.95,2792.45,2619.80,2782.00,26567,729.91,3811
500690,GSFC,A,231.35,232.60,227.00,231.30,148852,342.42,3788
540691,ABCAPITAL,A,212.05,213.85,210.00,211.90,158620,336.29,3785
543374,ABSLAMC,A,662.00,703.55,660.00,695.70,56558,389.79,3770
533293,KIRLOSENG,A,1169.95,1230.50,1160.30,1221.90,37899,455.82,3706
503031,PENINLAND,B,55.79,56.46,52.00,55.14,489469,264.65,3701
543657,ACI,A,685.00,718.45,684.90,709.65,71742,506.81,3692
532779,TORNTPOWER,A,1780.85,1849.80,1756.35,1790.70,46713,843.41,3689
524804,AUROPHARMA,A,1497.65,1497.65,1433.00,1447.15,32587,476.49,3684
543451,AGSTRA,B,81.98,91.50,81.00,90.04,363594,315.27,3681
540135,ARCFIN,X,1.10,1.11,1.07,1.08,2357991,25.61,3676
532809,FSL,A,287.55,289.55,282.30,284.15,211856,606.02,3670
535789,SAMMAANCAP,A,161.05,163.00,159.25,160.20,255012,411.22,3660
543994,JSWINFRA,B,321.95,322.85,317.35,318.40,103158,330.19,3658
544222,AKUMS,B,805.45,814.95,795.00,803.70,47880,385.87,3647
539841,LANCER,B,52.30,52.50,51.51,52.19,705192,366.99,3643
540595,TEJASNET,A,1256.95,1264.15,1193.50,1206.85,44008,541.05,3639
509715,JAYSREETEA,B,124.00,136.80,121.40,131.30,189253,247.23,3637
541154,HAL,A,4759.60,4774.20,4705.00,4723.65,33542,1587.18,3631
538598,VISHAL,X,42.11,42.88,40.30,41.95,1239513,520.17,3608
544181,AWFIS,B,688.80,711.10,677.90,696.85,44128,306.43,3605
531752,BIOGEN,XT,1.41,1.41,1.33,1.36,2248728,30.67,3605
533162,HATHWAY,A,21.69,21.92,21.46,21.71,1210116,262.28,3601
532921,ADANIPORTS,A,1542.45,1542.45,1519.05,1533.30,67523,1033.06,3600
543490,GMRP&UI,A,100.68,101.00,98.10,100.66,824090,821.05,3590
532156,VAIBHAVGBL,A,305.70,309.00,294.30,299.55,66451,200.18,3572
532144,WELCORP,A,651.50,664.85,643.00,656.40,94797,621.29,3567
500110,CHENNPETRO,A,933.35,941.60,910.00,912.40,48869,448.64,3534
543653,BIKAJI,A,801.40,878.00,800.00,814.65,63054,524.02,3531
500425,AMBUJACEM,A,641.05,645.00,630.15,632.25,88315,563.42,3530
540222,LAURUSLABS,A,435.00,438.85,424.80,426.35,73006,313.76,3509
532630,GOKEX,A,951.00,965.15,906.15,921.55,52907,487.53,3485
502168,NCLIND,B,241.55,241.55,217.45,219.45,89536,203.20,3465
543265,RAILTEL,A,460.60,471.80,456.65,468.75,186673,866.53,3446
500259,LYKALABS,B,117.15,131.30,115.25,126.70,149865,190.40,3439
500166,GOODRICKE,X,208.80,227.45,200.00,227.45,506911,1104.67,3437
539336,GUJGASLTD,A,611.00,618.30,598.20,610.70,86235,523.14,3429
540492,STARLENT,B,163.00,164.95,162.00,162.20,409202,664.41,3411
522205,PRAJIND,A,679.65,680.65,665.75,670.50,46969,315.26,3397
530305,PICCADIL,T,865.00,865.00,830.00,842.25,140905,1205.95,3392
544136,RKSWAMY,B,279.00,280.00,266.05,276.25,116549,317.94,3392
532538,ULTRACEMCO,A,11499.85,11499.85,11235.00,11305.00,8925,1009.14,3381
532945,SEPC,A,18.79,18.90,18.28,18.44,1127471,208.71,3365
539894,MADHAVIPL,X,12.78,13.67,12.60,13.67,1493489,195.52,3357
513023,NAVA,A,973.90,1000.00,909.80,917.35,52208,500.32,3333
531921,AGARIND,B,1288.00,1335.00,1285.70,1308.15,45545,594.82,3327
539217,SRESTHA,XT,2.07,2.13,1.97,2.12,17579924,354.37,3315
543243,EQUITASBNK,A,78.91,79.60,78.54,78.74,346193,273.25,3306
500148,UFLEX,B,579.90,611.60,579.90,593.60,35967,215.34,3300
511333,VLSFINANCE,B,327.00,352.75,325.55,346.90,59650,202.93,3292
543287,LODHA,A,1190.35,1274.95,1184.65,1244.55,43964,545.14,3276
532482,GRANULES,A,658.50,666.30,652.00,659.15,39337,259.66,3267
543663,FIVESTAR,A,738.00,738.00,701.00,703.90,22956,163.41,3263
532776,SHIVAMAUTO,B,59.04,64.86,55.00,60.91,628636,388.54,3258
523261,VENKEYS,B,2334.35,2388.25,2295.75,2328.10,27019,630.29,3253
540425,SHANKARA,B,669.25,669.25,623.05,626.45,30053,191.32,3226
500109,MRPL,A,203.85,208.75,202.70,204.90,154672,317.81,3222
533160,DBREALTY,A,204.00,206.30,201.95,203.10,380334,774.31,3221
526729,GOLDIAM,B,196.90,208.00,194.20,198.35,195296,391.51,3220
540755,GICRE,A,398.65,400.30,386.50,389.30,183395,722.05,3178
500078,OAL,B,533.60,540.00,491.05,503.70,57456,297.78,3173
543591,DREAMFOLKS,A,485.00,485.00,461.75,465.05,59030,276.94,3173
540136,HPL,B,602.00,613.50,590.80,593.20,42462,254.36,3166
543390,POLICYBZR,A,1477.10,1486.85,1432.65,1452.30,27402,400.04,3165
540073,BLS,A,407.45,409.00,387.25,389.80,156652,622.35,3164
532942,KNRCON,A,369.60,373.80,365.00,367.05,81347,300.20,3142
516030,PAKKA,B,329.10,338.00,318.20,334.05,83651,275.04,3142
522249,MAYURUNIQ,B,649.00,689.95,649.00,664.90,44980,299.82,3132
539992,LLOYDSENGG,A,79.17,80.14,78.52,78.90,374824,297.34,3129
543290,PGINVIT,IF,94.55,94.55,93.30,93.70,224860,210.72,3123
530555,PARACABLES,B,84.80,86.45,79.23,80.38,326682,267.68,3120
543498,MSUMI,A,73.57,73.57,71.07,71.21,304181,219.31,3116
544061,AZAD,B,1689.45,1689.45,1611.00,1639.10,26049,427.44,3110
532666,FCSSOFT,B,3.73,3.77,3.62,3.67,1074967,39.89,3110
543654,MEDANTA,A,1185.00,1191.05,1130.00,1132.10,21514,246.38,3070
532175,CYIENT,A,1695.00,1713.40,1660.35,1679.05,18807,315.93,3066
500840,EIHOTEL,A,379.50,393.50,374.55,389.55,79977,309.59,3063
532286,JINDALSTEL,A,925.40,937.00,913.85,916.35,51667,476.08,3056
543996,UDS,B,318.35,340.00,318.35,332.30,65886,219.19,3056
543635,PPLPHARMA,A,186.70,187.00,180.50,181.45,264132,486.85,3054
540692,APEX,B,275.00,291.95,273.65,283.05,46781,133.24,3044
535602,SHARDAMOTR,B,2300.00,2494.80,2272.00,2473.25,26936,640.07,3043
500493,BHARATFORG,A,1635.95,1654.10,1618.95,1636.25,43654,715.81,3042
500330,RAYMOND,A,1932.45,1952.00,1915.00,1919.90,357162,6905.50,3028
541153,BANDHANBNK,A,201.15,202.75,199.10,199.60,239367,480.39,3025
538891,MCLOUD,A,131.25,133.20,126.00,128.45,533837,700.39,3024
533581,PGEL,A,426.45,440.75,421.45,430.45,68805,295.06,3023
504973,CHOLAHLDNG,A,1495.00,1623.50,1460.80,1549.65,24002,375.90,3021
590024,FACT,B,1002.85,1020.00,972.65,981.70,37656,370.74,3021
516064,ARROWGREEN,B,829.00,889.35,829.00,862.90,30428,267.97,3021
531112,BALUFORGE,B,584.70,596.80,572.00,577.50,107985,629.43,3020
532734,GPIL,A,1141.10,1149.00,1100.00,1103.65,33574,375.52,3020
511012,YAMNINV,XT,1.11,1.11,1.04,1.08,2179508,23.38,3015
500410,ACC,A,2396.00,2396.00,2341.60,2350.85,14626,345.17,3006
540180,VBL,A,1514.60,1527.55,1501.85,1507.75,30758,466.23,2998
543417,RATEGAIN,A,785.00,818.00,785.00,806.55,36603,294.40,2987
543332,EPIGRAL,B,1919.30,1964.45,1888.95,1935.00,33086,639.03,2983
539837,RPEL,B,1028.00,1169.00,997.10,1087.40,29287,323.98,2971
500084,CESC,A,175.40,178.40,174.90,175.80,226772,401.36,2969
544081,JYOTICNC,B,1107.55,1165.00,1075.00,1146.05,27920,309.42,2966
524000,POONAWALLA,A,374.05,374.40,362.55,365.55,83078,306.58,2958
505537,ZEEL,A,139.35,140.05,137.20,137.60,299095,414.76,2956
500850,INDHOTEL,A,619.70,629.35,614.60,618.95,66805,415.40,2954
530377,NILAINFRA,B,13.55,14.50,13.50,13.77,871614,122.25,2954
500265,MAHSEAMLES,A,585.50,594.95,569.00,580.00,60266,349.94,2949
500160,GTL,B,15.16,15.39,14.45,14.71,630539,93.71,2944
517344,MINDTECK,B,406.00,432.20,385.65,392.30,53591,218.36,2939
532432,UNITDSPR,A,1461.45,1480.00,1444.55,1450.95,36713,538.37,2933
511431,VAKRANGEE,A,22.25,22.31,21.76,21.95,866449,190.48,2929
543725,ELIN,B,213.20,218.10,208.15,216.60,101854,218.24,2926
500096,DABUR,A,639.00,642.00,622.40,624.05,43897,275.66,2925
540173,PNBHOUSING,A,807.05,836.00,807.05,823.20,89871,740.64,2920
532605,JBMA,A,1863.30,1882.00,1823.45,1845.10,25341,469.63,2914
505299,KPT,X,1208.30,1208.30,1131.00,1174.05,64828,763.14,2911
511700,STANCAP,X,1.53,1.54,1.50,1.50,2641380,40.04,2908
503310,SWANENERGY,A,696.95,703.00,685.00,689.00,78316,542.44,2907
542333,RPSGVENT,B,830.10,830.10,769.85,782.45,43354,343.70,2900
512499,SHALPRO,X,0.64,0.64,0.63,0.64,7650054,48.79,2891
543384,NYKAA,A,192.00,193.75,189.80,192.00,140224,268.86,2880
541301,ORIENTELEC,A,274.80,283.75,266.00,270.85,53242,147.37,2862
544053,MOTISONS,B,170.10,175.05,169.20,171.20,136065,234.23,2856
502219,BORORENEW,A,520.00,521.85,509.55,514.30,68952,353.69,2854
532955,RECLTD,A,590.00,593.70,585.10,587.15,173559,1022.71,2847
532514,IGL,A,546.90,546.90,531.05,536.80,56240,301.34,2844
500280,CENTENKA,B,735.00,781.90,723.75,776.20,39396,295.53,2830
533286,MOIL,A,450.35,455.00,440.45,441.35,91561,406.26,2828
512070,UPL,A,553.05,562.20,550.85,554.55,32801,182.71,2824
517569,KEI,A,4149.35,4251.00,4149.35,4226.10,13768,578.76,2818
531893,SAWABUSI,XT,0.62,0.63,0.60,0.62,4866872,30.09,2815
506395,COROMANDEL,A,1643.90,1703.05,1639.60,1696.15,19241,322.10,2810
543985,ZAGGLE,B,362.55,369.80,357.40,359.85,101553,367.64,2798
544142,SCILAL,B,92.05,93.15,90.75,92.30,267635,246.20,2789
532784,SOBHA,A,1662.45,1770.00,1662.45,1710.05,33532,579.47,2785
532348,SUBEXLTD,A,31.10,31.37,30.40,30.54,698540,215.33,2779
543426,METROBRAND,A,1366.40,1430.10,1336.10,1344.00,27054,377.50,2771
543984,SAMHI,A,193.15,204.95,193.15,197.40,135434,271.81,2766
543428,DATAPATTNS,A,3004.05,3014.00,2938.85,2960.60,16889,501.28,2759
500770,TATACHEM,A,1035.00,1055.15,1035.00,1041.70,35433,370.25,2758
540750,IEX,A,196.45,197.55,192.40,192.65,248484,482.78,2755
531642,MARICO,A,654.35,659.00,648.80,653.10,49102,321.38,2754
517506,TTKPRESTIG,A,1005.00,1005.00,995.05,1000.10,12974,129.65,2741
517449,MAGNAELQ,X,695.00,722.85,660.30,709.45,119421,835.58,2707
544046,INOXINDIA,B,1244.00,1268.50,1163.20,1206.05,30419,370.08,2696
543280,NAZARA,A,941.00,963.55,922.30,946.80,38929,366.99,2691
519552,HERITGFOOD,A,550.15,559.80,545.00,549.35,96827,533.75,2689
500730,NOCIL,A,286.65,304.25,285.00,301.95,91987,270.44,2679
500355,RALLIS,A,357.85,358.00,343.75,344.90,100706,352.64,2667
526173,ANDREWYU,B,56.36,57.42,54.81,55.10,544808,305.93,2662
509488,GRAPHITE,A,526.90,529.10,517.40,519.05,56866,297.63,2660
520051,JAMNAAUTO,A,131.10,131.10,128.00,128.30,141196,182.31,2655
500412,TIRUMALCHM,A,325.00,339.65,319.00,335.40,68065,226.27,2654
532889,KPRMILL,A,916.50,925.65,889.55,895.50,32714,295.63,2638
543254,AWHCL,B,748.50,751.00,724.90,739.80,38222,282.13,2633
512068,DECNGOLD,B,157.20,159.80,152.05,153.55,522799,811.86,2629
543331,MOL,B,88.94,91.57,88.94,91.11,291422,263.99,2617
540125,RADHIKAJWE,B,77.49,77.49,74.00,74.71,179423,134.93,2605
532777,NAUKRI,A,7000.00,7249.95,6973.80,7205.90,12471,889.83,2590
543573,SYRMA,A,410.55,419.95,408.20,415.05,71220,295.56,2579
532926,JYOTHYLAB,A,550.00,551.30,540.05,544.15,41606,227.30,2574
540005,LTIM,A,5411.05,5488.10,5361.75,5371.65,11549,627.01,2564
539773,ADVIKCA,X,2.85,2.87,2.78,2.79,1771911,49.88,2558
542655,VIKASLIFE,B,5.19,5.19,5.05,5.06,1377660,70.17,2555
532659,IDFC,A,108.15,109.15,107.30,108.30,287154,311.63,2548
532741,KAMDHENU,B,502.65,540.85,494.55,495.10,71928,367.71,2533
543291,MAFANG,B,94.58,94.75,92.51,94.40,124791,116.68,2533
513519,PITTIENG,B,1210.30,1297.10,1206.35,1283.95,28290,357.25,2531
540205,AVL,B,4120.00,4196.95,3990.00,4036.45,25144,1023.73,2521
500171,GHCL,A,615.85,629.05,609.35,615.80,43901,271.19,2520
500408,TATAELXSI,A,6898.65,6899.00,6796.10,6872.40,7310,499.96,2519
500042,BASF,A,7699.55,7722.45,7283.05,7324.10,7234,541.56,2514
544042,BAJEL,B,291.20,294.30,281.05,282.60,82545,236.06,2508
524208,AARTIIND,A,759.95,761.80,742.55,746.40,50417,379.03,2504
531449,GRMOVER,B,215.00,224.95,208.25,217.30,102848,226.02,2501
532808,PGIL,B,935.00,1003.55,934.95,957.15,32074,311.95,2491
536974,CPL,X,74.89,77.00,70.50,71.32,380457,279.62,2489
543386,FINOPB,B,372.45,395.00,357.70,359.65,59307,224.46,2487
526829,CONFIPET,B,86.00,86.46,83.00,83.43,210234,177.05,2475
542013,DOLFIN,B,239.95,250.10,217.00,247.05,118223,283.75,2470
517380,IGARASHI,B,658.55,671.45,641.20,652.20,35468,231.26,2469
538817,CAPPIPES,B,17.27,17.44,16.95,17.15,1324444,227.40,2469
521005,TITANIN,X,31.90,32.39,29.92,29.96,356758,108.55,2467
540642,SALASAR,B,17.83,17.97,17.50,17.57,480841,85.30,2465
500184,HSCL,A,472.00,482.30,458.00,476.10,61649,290.81,2449
530557,NCLRESE,XT,0.88,0.88,0.88,0.88,1645961,14.48,2440
540133,ICICIPRULI,A,744.95,746.60,736.90,739.05,36599,271.32,2439
500338,PRSMJOHNSN,A,160.00,169.65,154.70,166.65,85250,138.33,2426
532839,DISHTV,A,15.14,15.25,14.90,15.01,1295176,194.97,2425
500125,EIDPARRY,A,775.00,784.60,767.20,778.00,30767,238.93,2422
506879,GUJTHEM,B,355.00,365.00,350.00,364.05,124007,446.87,2407
530307,CLSEL,B,248.45,255.15,247.55,250.55,67041,168.41,2407
517271,HBLPOWER,A,615.05,622.70,606.00,610.85,83203,510.07,2406
531508,EVEREADY,B,414.70,446.00,414.70,441.80,50830,221.33,2403
535322,REPCOHOME,A,455.00,480.00,451.00,477.75,60207,279.37,2400
500411,THERMAX,A,4399.95,4509.85,4305.30,4356.40,8032,351.09,2398
538057,CPSEETF,A,102.50,103.88,102.22,103.21,489115,505.29,2397
543932,IDEAFORGE,A,705.35,714.10,701.10,703.00,30379,214.78,2396
534369,TBZ,B,168.90,174.40,162.65,163.40,98998,166.75,2392
523277,GVFILM,X,0.94,0.95,0.92,0.93,4884859,45.60,2373
531531,HATSUN,A,1273.65,1273.65,1202.00,1224.65,22450,277.88,2368
519602,KELLTONTEC,B,154.50,155.20,150.00,150.70,88933,135.10,2368
539542,LUXIND,B,2320.00,2337.00,2272.65,2320.20,17825,410.91,2360
500378,JINDALSAW,A,647.05,669.95,633.55,653.25,54910,358.66,2358
524051,POLYPLEX,A,1189.60,1209.90,1166.00,1171.25,23091,273.47,2354
532221,SONATSOFTW,A,622.40,632.70,598.35,602.10,31409,192.75,2354
532539,UNOMINDA,A,997.90,1009.75,970.75,1005.25,22405,221.66,2352
541556,RITES,A,698.90,698.90,684.00,684.75,47083,323.92,2347
544135,MUKKA,B,49.80,51.06,49.25,50.01,187035,93.41,2341
500440,HINDALCO,A,622.00,626.35,615.00,622.65,70338,436.53,2336
543411,HITECH,B,153.45,155.50,150.45,154.15,127670,196.48,2318
530961,VIKASECO,B,3.93,4.02,3.92,3.95,2974673,117.68,2308
543547,DDEVPLASTIK,B,405.10,410.10,386.80,402.10,151163,601.24,2301
541601,RAJNISH,B,4.11,4.12,4.00,4.05,4841758,196.79,2299
543904,MANKIND,B,2068.00,2144.00,2045.40,2134.95,13681,287.29,2297
513250,JYOTISTRUC,B,27.91,29.03,27.25,28.63,705909,199.14,2291
531500,RAJESHEXPO,A,296.10,298.25,293.65,294.75,52370,154.78,2288
532868,DLF,A,843.05,848.00,829.20,830.85,48239,402.59,2274
544055,MUTHOOTMF,B,226.40,229.40,224.65,225.50,51989,117.73,2270
543688,SARVESHWAR,B,9.00,9.20,8.51,8.70,1078772,94.55,2265
543300,SONACOMS,A,660.05,689.20,660.05,678.95,33909,229.03,2257
543389,SIGACHI,B,63.30,63.30,60.50,60.84,238748,147.29,2249
538607,TOYAMSL,X,3.59,3.62,3.36,3.39,3691277,127.87,2248
531494,NAVKAR,XT,13.98,14.00,13.98,14.00,3306486,462.74,2247
